case,metric,key,value,detail
ex288,endpoint,in_max_w12,364,14:364;13:78;12:12;11:1
ex288,endpoint,out_min_w12,361,0:361;1:85;2:7;3:2
ex288,endpoint,out_max_w12,322,14:322;13:129;11:3;12:1
ex288,endpoint,delta_min_w12,286,0:286;1:80;14:69;13:12;2:5;3:2
ex288,endpoint,delta_max_w12,304,0:304;14:92;1:43;2:11;12:3;3:1
ex288,endpoint,in_min_w13,91,0:91;1:13;2:1
ex288,endpoint,in_max_w13,91,14:91;13:13;12:1
ex288,endpoint,out_min_w13,93,0:93;1:12
ex288,endpoint,out_max_w13,85,14:85;13:20
ex288,endpoint,delta_min_w13,81,0:81;14:12;1:11;13:1
ex288,endpoint,delta_max_w13,79,0:79;14:16;1:9;2:1
ex288,endpoint,in_min_w14,14,0:14;1:1
ex288,endpoint,in_max_w14,14,14:14;13:1
ex288,endpoint,out_min_w14,15,0:15
ex288,endpoint,out_max_w14,14,14:14;13:1
ex288,endpoint,delta_min_w14,14,0:14;14:1
ex288,endpoint,delta_max_w14,13,0:13;1:1;14:1
ex288,canonical_run,1,15,high_run:1;ring_run:15
ex288,canonical_run,2,105,high_run:1;low_run:6;ring_run:12
ex288,canonical_run,3,455,center_run:1;high_run:1;low_run:1;ring_run:18
ex288,canonical_run,4,1365,low_run:2;ring_run:11
ex288,canonical_run,5,3003,high_run:2;low_run:6;ring_run:19
ex288,canonical_run,6,5005,center_run:1;ring_run:14
ex288,canonical_run,7,6435,high_run:1;ring_run:11
ex288,canonical_run,8,6435,high_run:1;ring_run:11
ex288,pair_feature_bit,pair_counts_out0,15279,keys=27; exact=0
ex288,pair_feature_bit,pair_counts_pop_out0,15783,keys=270; exact=0
ex288,pair_feature_bit,pair_counts_singles_out0,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_out1,14912,keys=27; exact=0
ex288,pair_feature_bit,pair_counts_pop_out1,13920,keys=270; exact=0
ex288,pair_feature_bit,pair_counts_singles_out1,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out2,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out3,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out4,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out5,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out6,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out7,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out8,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out9,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out10,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out11,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_singles_out12,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_out13,16384,keys=27; exact=0
ex288,pair_feature_bit,pair_counts_pop_out13,14670,keys=270; exact=0
ex288,pair_feature_bit,pair_counts_singles_out13,0,keys=13824; exact=1
ex288,pair_feature_bit,pair_counts_out14,16571,keys=27; exact=0
ex288,pair_feature_bit,pair_counts_pop_out14,14216,keys=270; exact=0
ex288,pair_feature_bit,pair_counts_singles_out14,0,keys=13824; exact=1
ex289,layer,0,1,inputs=1; max_preimage=1; singleton_outputs=1; fixed=1; avg_hdist=0.0000; avg_jaccard=1.0000
ex289,layer,1,8,inputs=16; max_preimage=4; singleton_outputs=4; fixed=0; avg_hdist=2.0000; avg_jaccard=0.0000
ex289,layer,2,36,inputs=120; max_preimage=6; singleton_outputs=0; fixed=4; avg_hdist=3.7000; avg_jaccard=0.0611
ex289,layer,3,111,inputs=560; max_preimage=16; singleton_outputs=15; fixed=2; avg_hdist=5.0321; avg_jaccard=0.1105
ex289,layer,4,299,inputs=1820; max_preimage=24; singleton_outputs=0; fixed=14; avg_hdist=6.0154; avg_jaccard=0.1645
ex289,layer,5,542,inputs=4368; max_preimage=48; singleton_outputs=23; fixed=6; avg_hdist=6.7647; avg_jaccard=0.2127
ex289,layer,6,877,inputs=8008; max_preimage=64; singleton_outputs=23; fixed=14; avg_hdist=7.3616; avg_jaccard=0.2562
ex289,layer,7,1052,inputs=11440; max_preimage=128; singleton_outputs=24; fixed=5; avg_hdist=7.7946; avg_jaccard=0.2995
ex289,layer,8,1193,inputs=12870; max_preimage=128; singleton_outputs=28; fixed=13; avg_hdist=8.0162; avg_jaccard=0.3456
ex289,layer,9,1052,inputs=11440; max_preimage=128; singleton_outputs=24; fixed=15; avg_hdist=7.9705; avg_jaccard=0.3978
ex289,layer,10,877,inputs=8008; max_preimage=64; singleton_outputs=23; fixed=20; avg_hdist=7.6284; avg_jaccard=0.4578
ex289,layer,11,542,inputs=4368; max_preimage=48; singleton_outputs=23; fixed=18; avg_hdist=6.9789; avg_jaccard=0.5264
ex289,layer,12,299,inputs=1820; max_preimage=24; singleton_outputs=0; fixed=20; avg_hdist=5.9934; avg_jaccard=0.6066
ex289,layer,13,111,inputs=560; max_preimage=16; singleton_outputs=15; fixed=13; avg_hdist=4.6964; avg_jaccard=0.6989
ex289,layer,14,36,inputs=120; max_preimage=6; singleton_outputs=0; fixed=12; avg_hdist=3.1667; avg_jaccard=0.8003
ex289,layer,15,8,inputs=16; max_preimage=4; singleton_outputs=4; fixed=4; avg_hdist=1.5000; avg_jaccard=0.9062
ex289,layer,16,1,inputs=1; max_preimage=1; singleton_outputs=1; fixed=1; avg_hdist=0.0000; avg_jaccard=1.0000
ex289,endpoint,in_min_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex289,endpoint,in_max_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex289,endpoint,out_min_w1,4,9:4;5:4;11:2;7:2;14:1;13:1
ex289,endpoint,out_max_w1,4,9:4;5:4;11:2;7:2;14:1;13:1
ex289,endpoint,delta_min_w1,3,7:3;14:2;2:2;6:2;10:2;12:1
ex289,endpoint,delta_max_w1,3,7:3;14:2;2:2;6:2;10:2;12:1
ex289,endpoint,in_min_w2,15,0:15;1:14;2:13;3:12;4:11;5:10
ex289,endpoint,in_max_w2,15,15:15;14:14;13:13;12:12;11:11;10:10
ex289,endpoint,out_min_w2,26,5:26;1:20;9:16;7:12;2:10;3:10
ex289,endpoint,out_max_w2,22,13:22;9:20;11:18;15:10;5:10;7:8
ex289,endpoint,delta_min_w2,12,4:12;8:11;14:11;10:10;6:10;15:10
ex289,endpoint,delta_max_w2,15,14:15;10:12;12:12;8:9;0:9;15:9
ex289,endpoint,in_min_w3,105,0:105;1:91;2:78;3:66;4:55;5:45
ex289,endpoint,in_max_w3,105,15:105;14:91;13:78;12:66;11:55;10:45
ex289,endpoint,out_min_w3,143,1:143;0:69;3:69;2:67;5:67;4:46
ex289,endpoint,out_max_w3,136,13:136;15:93;11:72;14:53;9:47;12:36
ex289,endpoint,delta_min_w3,69,0:69;14:66;15:60;4:56;2:53;1:35
ex289,endpoint,delta_max_w3,98,14:98;0:65;15:58;12:45;2:45;3:35
ex289,endpoint,in_min_w4,455,0:455;1:364;2:286;3:220;4:165;5:120
ex289,endpoint,in_max_w4,455,15:455;14:364;13:286;12:220;11:165;10:120
ex289,endpoint,out_min_w4,502,1:502;0:412;3:248;2:242;4:140;5:112
ex289,endpoint,out_max_w4,442,15:442;13:418;14:256;12:204;11:176;10:96
ex289,endpoint,delta_min_w4,350,0:350;2:222;15:219;14:217;13:142;4:130
ex289,endpoint,delta_max_w4,313,0:313;14:307;15:215;2:171;1:151;3:107
ex289,endpoint,in_min_w5,1365,0:1365;1:1001;2:715;3:495;4:330;5:210
ex289,endpoint,in_max_w5,1365,15:1365;14:1001;13:715;12:495;11:330;10:210
ex289,endpoint,out_min_w5,1371,0:1371;1:1208;2:613;3:523;4:282;5:156
ex289,endpoint,out_max_w5,1359,15:1359;14:864;13:863;12:537;11:306;10:181
ex289,endpoint,delta_min_w5,1105,0:1105;15:584;2:568;14:491;1:374;13:322
ex289,endpoint,delta_max_w5,952,0:952;15:618;14:617;1:495;2:459;13:285
ex289,endpoint,in_min_w6,3003,0:3003;1:2002;2:1287;3:792;4:462;5:252
ex289,endpoint,in_max_w6,3003,15:3003;14:2002;13:1287;12:792;11:462;10:252
ex289,endpoint,out_min_w6,3088,0:3088;1:2156;2:1116;3:804;4:409;5:213
ex289,endpoint,out_max_w6,3088,15:3088;14:1912;13:1286;12:894;11:401;10:241
ex289,endpoint,delta_min_w6,2407,0:2407;15:1190;2:982;1:947;14:813;13:484
ex289,endpoint,delta_max_w6,2181,0:2181;15:1243;1:1152;14:878;2:813;13:520
ex289,endpoint,in_min_w7,5005,0:5005;1:3003;2:1716;3:924;4:462;5:210
ex289,endpoint,in_max_w7,5005,15:5005;14:3003;13:1716;12:924;11:462;10:210
ex289,endpoint,out_min_w7,5072,0:5072;1:3000;2:1578;3:951;4:452;5:226
ex289,endpoint,out_max_w7,5228,15:5228;14:3030;13:1463;12:1032;11:397;10:202
ex289,endpoint,delta_min_w7,3785,0:3785;15:1877;1:1721;2:1303;14:1031;13:553
ex289,endpoint,delta_max_w7,3696,0:3696;15:1918;1:1887;2:1054;14:981;13:622
ex289,endpoint,in_min_w8,6435,0:6435;1:3432;2:1716;3:792;4:330;5:120
ex289,endpoint,in_max_w8,6435,15:6435;14:3432;13:1716;12:792;11:330;10:120
ex289,endpoint,out_min_w8,6304,0:6304;1:3382;2:1740;3:832;4:389;5:147
ex289,endpoint,out_max_w8,6566,15:6566;14:3686;13:1364;12:848;11:261;10:117
ex289,endpoint,delta_min_w8,4537,0:4537;1:2345;15:2273;2:1282;14:1019;13:494
ex289,endpoint,delta_max_w8,4733,0:4733;15:2400;1:2199;2:1083;14:900;13:519
ex289,endpoint,in_min_w9,6435,0:6435;1:3003;2:1287;3:495;4:165;5:45
ex289,endpoint,in_max_w9,6435,15:6435;14:3003;13:1287;12:495;11:165;10:45
ex289,endpoint,out_min_w9,6212,0:6212;1:3002;2:1361;3:526;4:250;5:61
ex289,endpoint,out_max_w9,6368,15:6368;14:3366;13:1039;12:470;11:137;10:52
ex289,endpoint,delta_min_w9,4321,0:4321;1:2368;15:2132;2:877;14:804;3:357
ex289,endpoint,delta_max_w9,4709,0:4709;15:2292;1:1917;2:891;14:681;3:341
ex289,endpoint,in_min_w10,5005,0:5005;1:2002;2:715;3:220;4:55;5:10
ex289,endpoint,in_max_w10,5005,15:5005;14:2002;13:715;12:220;11:55;10:10
ex289,endpoint,out_min_w10,4920,0:4920;1:2028;2:676;3:246;4:120;5:14
ex289,endpoint,out_max_w10,4920,15:4920;14:2216;13:588;12:202;11:62;10:20
ex289,endpoint,delta_min_w10,3363,0:3363;1:1710;15:1548;14:505;2:417;3:219
ex289,endpoint,delta_max_w10,3720,0:3720;15:1577;1:1302;2:562;14:410;3:160
ex289,endpoint,in_min_w11,3003,0:3003;1:1001;2:286;3:66;4:11;5:1
ex289,endpoint,in_max_w11,3003,15:3003;14:1001;13:286;12:66;11:11;10:1
ex289,endpoint,out_min_w11,3009,0:3009;1:1055;2:208;3:64;4:30;5:2
ex289,endpoint,out_max_w11,2997,15:2997;14:1019;13:258;12:72;11:22
ex289,endpoint,delta_min_w11,2090,0:2090;1:935;15:837;14:236;2:137;3:60
ex289,endpoint,delta_max_w11,2319,0:2319;15:754;1:693;2:253;14:198;13:68
ex289,endpoint,in_min_w12,1365,0:1365;1:364;2:78;3:12;4:1
ex289,endpoint,in_max_w12,1365,15:1365;14:364;13:78;12:12;11:1
ex289,endpoint,out_min_w12,1378,0:1378;1:396;2:34;3:10;4:2
ex289,endpoint,out_max_w12,1408,15:1408;14:298;13:88;12:24;11:2
ex289,endpoint,delta_min_w12,1023,0:1023;1:362;15:318;14:73;2:23;13:11
ex289,endpoint,delta_max_w12,1117,0:1117;1:284;15:227;14:79;2:75;13:24
ex289,endpoint,in_min_w13,455,0:455;1:91;2:13;3:1
ex289,endpoint,in_max_w13,455,15:455;14:91;13:13;12:1
ex289,endpoint,out_min_w13,467,0:467;1:89;2:3;3:1
ex289,endpoint,out_max_w13,491,15:491;14:41;13:23;12:5
ex289,endpoint,delta_min_w13,379,0:379;1:82;15:82;14:13;2:2;3:1
ex289,endpoint,delta_max_w13,402,0:402;1:83;15:33;14:23;2:13;13:5
ex289,endpoint,in_min_w14,105,0:105;1:14;2:1
ex289,endpoint,in_max_w14,105,15:105;14:14;13:1
ex289,endpoint,out_min_w14,110,0:110;1:10
ex289,endpoint,out_max_w14,114,15:114;13:4;14:2
ex289,endpoint,delta_min_w14,97,0:97;15:13;1:9;14:1
ex289,endpoint,delta_max_w14,99,0:99;1:14;14:4;15:2;2:1
ex289,endpoint,in_min_w15,15,0:15;1:1
ex289,endpoint,in_max_w15,15,15:15;14:1
ex289,endpoint,out_min_w15,16,0:16
ex289,endpoint,out_max_w15,16,15:16
ex289,endpoint,delta_min_w15,15,0:15;15:1
ex289,endpoint,delta_max_w15,15,0:15;1:1
ex289,canonical_run,1,16,center_run:2;ring_run:16
ex289,canonical_run,2,120,low_run:4;ring_run:8
ex289,canonical_run,3,560,center_run:1;high_run:1;low_run:5;ring_run:22
ex289,canonical_run,4,1820,high_run:2;low_run:2;ring_run:4
ex289,canonical_run,5,4368,high_run:2;ring_run:10
ex289,canonical_run,6,8008,high_run:4;ring_run:4
ex289,canonical_run,7,11440,ring_run:6
ex289,canonical_run,8,12870,high_run:2;ring_run:2
ex289,pair_feature_bit,pair_counts_out0,30759,keys=81; exact=0
ex289,pair_feature_bit,pair_counts_pop_out0,29132,keys=729; exact=0
ex289,pair_feature_bit,pair_counts_singles_out0,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_out1,29833,keys=81; exact=0
ex289,pair_feature_bit,pair_counts_pop_out1,26066,keys=729; exact=0
ex289,pair_feature_bit,pair_counts_singles_out1,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out2,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out3,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out4,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out5,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out6,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out7,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out8,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out9,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out10,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out11,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out12,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_singles_out13,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_out14,32861,keys=81; exact=0
ex289,pair_feature_bit,pair_counts_pop_out14,28838,keys=729; exact=0
ex289,pair_feature_bit,pair_counts_singles_out14,0,keys=20736; exact=1
ex289,pair_feature_bit,pair_counts_out15,33101,keys=81; exact=0
ex289,pair_feature_bit,pair_counts_pop_out15,27840,keys=729; exact=0
ex289,pair_feature_bit,pair_counts_singles_out15,0,keys=20736; exact=1
