case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig,1,93,14,1302,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex260/aigs/ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx3_synth_preset_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx3_synth_preset_d18,1,163,20,3260,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx3_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig,1,161,19,3059,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig,1,163,19,3097,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d13,1,163,19,3097,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d18,1,163,19,3097,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_pfx5_abc_g_aig,1,161,19,3059,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx5_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx5; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx5; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx5_synth_preset_d13,1,161,20,3220,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx5_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx5_synth_preset_d18,1,161,20,3220,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx5_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d18,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_pfx8_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d13,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d18,1,156,21,3276,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,164,18,2952,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx3_abc_g_aig,1,364,27,9828,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig,1,364,27,9828,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d13,1,362,27,9774,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d18,1,362,27,9774,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig,1,364,27,9828,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d13,1,358,28,10024,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d18,1,358,28,10024,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx5_abc_g_aig,1,367,26,9542,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig,1,367,25,9175,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d13,1,368,25,9200,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d18,1,368,25,9200,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig,1,363,25,9075,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,1,363,25,9075,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,1,361,26,9386,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d18,1,361,26,9386,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx8_abc_g_aig,1,344,30,10320,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig,1,344,30,10320,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d13,1,344,30,10320,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d18,1,344,30,10320,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,359,26,9334,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,359,26,9334,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx3_abc_g_aig,1,497,31,15407,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig,1,496,30,14880,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d13,1,496,30,14880,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d18,1,496,30,14880,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d18.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig,1,498,31,15438,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig
