case,domain,frontend_best_adp,frontend_best_area,frontend_best_delay,frontend_best_run,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,equivalent,simulation_pass,evaluate_log,source_type,source_campaign,source_path,reference_adp,gap_to_reference,ratio_to_reference,last_update,notes
ex266,integer,927,103,9,newseeds_integer_v3a_20260614_1952,ex266_r005_v3_ga_v3_ga_sequence_pex266_r003_v3_ga_v3_ga_s_a103_d9_adp927_13fe5ddc,ex266|frontend|newseeds_integer_v3a,,ex266_r005_v3_ga_v3_ga_sequence_pex266_r003_v3_ga_v3_ga_s_a103_d9_adp927_13fe5ddc,,,student/work/newseeds_integer_v3a_20260614_1952/ex266/artifacts/ex266_r005_v3_ga_v3_ga_sequence_pex266_r003_v3_ga_v3_ga_s_a103_d9_adp927_13fe5ddc.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,848,79,1.093160,auto,auto-indexed from student/runs frontend summary
ex267,integer,2959,269,11,newseeds_integer_v3a_20260614_1952,ex267_r007_v3_ga_v3_ga_sequence_pex267_r005_v3_ga_v3_ga_s_a269_d11_adp2959_6fa7e8ca,ex267|frontend|newseeds_integer_v3a,,ex267_r007_v3_ga_v3_ga_sequence_pex267_r005_v3_ga_v3_ga_s_a269_d11_adp2959_6fa7e8ca,,,student/work/newseeds_integer_v3a_20260614_1952/ex267/artifacts/ex267_r007_v3_ga_v3_ga_sequence_pex267_r005_v3_ga_v3_ga_s_a269_d11_adp2959_6fa7e8ca.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,2651,308,1.116183,auto,auto-indexed from student/runs frontend summary
ex268,integer,7752,204,38,newseeds_integer_v3a_20260614_1952,ex268_r004_v3_ga_v3_ga_sequence_pex268_r002_v3_ga_v3_ga_s_a204_d38_adp7752_be90e4bf,ex268|frontend|newseeds_integer_v3a,,ex268_r004_v3_ga_v3_ga_sequence_pex268_r002_v3_ga_v3_ga_s_a204_d38_adp7752_be90e4bf,,,student/work/newseeds_integer_v3a_20260614_1952/ex268/artifacts/ex268_r004_v3_ga_v3_ga_sequence_pex268_r002_v3_ga_v3_ga_s_a204_d38_adp7752_be90e4bf.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,7446,306,1.041096,auto,auto-indexed from student/runs frontend summary
ex269,integer,10034,346,29,newseeds_integer_v3a_20260614_1952,ex269_r006_v3_ga_v3_ga_sequence_pex269_r004_v3_ga_v3_ga_s_a346_d29_adp10034_d23d56d7,ex269|frontend|newseeds_integer_v3a,,ex269_r006_v3_ga_v3_ga_sequence_pex269_r004_v3_ga_v3_ga_s_a346_d29_adp10034_d23d56d7,,,student/work/newseeds_integer_v3a_20260614_1952/ex269/artifacts/ex269_r006_v3_ga_v3_ga_sequence_pex269_r004_v3_ga_v3_ga_s_a346_d29_adp10034_d23d56d7.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,11760,-1726,0.853231,auto,auto-indexed from student/runs frontend summary
ex270,integer,2670,178,15,newseeds_integer_v3a_20260614_1952,ex270_r006_v3_ga_v3_ga_sequence_pex270_r003_v3_ga_v3_ga_s_a178_d15_adp2670_057d2400,ex270|frontend|newseeds_integer_v3a,,ex270_r006_v3_ga_v3_ga_sequence_pex270_r003_v3_ga_v3_ga_s_a178_d15_adp2670_057d2400,,,student/work/newseeds_integer_v3a_20260614_1952/ex270/artifacts/ex270_r006_v3_ga_v3_ga_sequence_pex270_r003_v3_ga_v3_ga_s_a178_d15_adp2670_057d2400.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,2076,594,1.286127,auto,auto-indexed from student/runs frontend summary
ex271,integer,5916,348,17,newseeds_integer_v3a_20260614_1952,ex271_r007_v3_ga_v3_ga_sequence_pex271_r006_v3_ga_v3_ga_s_a348_d17_adp5916_3dabbb15,ex271|frontend|newseeds_integer_v3a,,ex271_r007_v3_ga_v3_ga_sequence_pex271_r006_v3_ga_v3_ga_s_a348_d17_adp5916_3dabbb15,,,student/work/newseeds_integer_v3a_20260614_1952/ex271/artifacts/ex271_r007_v3_ga_v3_ga_sequence_pex271_r006_v3_ga_v3_ga_s_a348_d17_adp5916_3dabbb15.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,5542,374,1.067485,auto,auto-indexed from student/runs frontend summary
ex272,integer,11235,535,21,newseeds_integer_v3a_20260614_1952,ex272_r007_v3_ga_v3_ga_sequence_pex272_r006_v3_ga_v3_ga_s_a535_d21_adp11235_38dd8afd,ex272|frontend|newseeds_integer_v3a,,ex272_r007_v3_ga_v3_ga_sequence_pex272_r006_v3_ga_v3_ga_s_a535_d21_adp11235_38dd8afd,,,student/work/newseeds_integer_v3a_20260614_1952/ex272/artifacts/ex272_r007_v3_ga_v3_ga_sequence_pex272_r006_v3_ga_v3_ga_s_a535_d21_adp11235_38dd8afd.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,10880,355,1.032629,auto,auto-indexed from student/runs frontend summary
ex273,integer,18744,852,22,newseeds_integer_v3a_20260614_1952,ex273_r007_v3_ga_v3_ga_sequence_pex273_r005_v3_ga_v3_ga_s_a852_d22_adp18744_1740f46c,ex273|frontend|newseeds_integer_v3a,,ex273_r007_v3_ga_v3_ga_sequence_pex273_r005_v3_ga_v3_ga_s_a852_d22_adp18744_1740f46c,,,student/work/newseeds_integer_v3a_20260614_1952/ex273/artifacts/ex273_r007_v3_ga_v3_ga_sequence_pex273_r005_v3_ga_v3_ga_s_a852_d22_adp18744_1740f46c.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,15078,3666,1.243136,auto,auto-indexed from student/runs frontend summary
ex274,integer,23966,1042,23,newseeds_integer_v3a_20260614_1952,ex274_r006_v3_ga_v3_ga_sequence_pex274_r005_v3_ga_v3_ga_s_a1042_d23_adp23966_95cd3ec0,ex274|frontend|newseeds_integer_v3a,,ex274_r006_v3_ga_v3_ga_sequence_pex274_r005_v3_ga_v3_ga_s_a1042_d23_adp23966_95cd3ec0,,,student/work/newseeds_integer_v3a_20260614_1952/ex274/artifacts/ex274_r006_v3_ga_v3_ga_sequence_pex274_r005_v3_ga_v3_ga_s_a1042_d23_adp23966_95cd3ec0.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,21630,2336,1.107998,auto,auto-indexed from student/runs frontend summary
ex275,integer,198,33,6,newseeds_integer_v3a_20260614_1952,ex275_r007_v3_ga_v3_ga_sequence_pex275_r006_v3_ga_v3_ga_s_a33_d6_adp198_0024b781,ex275|frontend|newseeds_integer_v3a,,ex275_r007_v3_ga_v3_ga_sequence_pex275_r006_v3_ga_v3_ga_s_a33_d6_adp198_0024b781,,,student/work/newseeds_integer_v3a_20260614_1952/ex275/artifacts/ex275_r007_v3_ga_v3_ga_sequence_pex275_r006_v3_ga_v3_ga_s_a33_d6_adp198_0024b781.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,204,-6,0.970588,auto,auto-indexed from student/runs frontend summary
ex276,integer,576,72,8,newseeds_integer_v3a_20260614_1952,ex276_r007_v3_ga_v3_ga_sequence_pex276_r006_v3_ga_v3_ga_s_a72_d8_adp576_8aec86a8,ex276|frontend|newseeds_integer_v3a,,ex276_r007_v3_ga_v3_ga_sequence_pex276_r006_v3_ga_v3_ga_s_a72_d8_adp576_8aec86a8,,,student/work/newseeds_integer_v3a_20260614_1952/ex276/artifacts/ex276_r007_v3_ga_v3_ga_sequence_pex276_r006_v3_ga_v3_ga_s_a72_d8_adp576_8aec86a8.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,632,-56,0.911392,auto,auto-indexed from student/runs frontend summary
ex277,integer,1837,167,11,newseeds_integer_v3a_20260614_1952,ex277_r007_v3_ga_v3_ga_sequence_pex277_r003_v3_ga_v3_ga_s_a167_d11_adp1837_e9d295a4,ex277|frontend|newseeds_integer_v3a,,ex277_r007_v3_ga_v3_ga_sequence_pex277_r003_v3_ga_v3_ga_s_a167_d11_adp1837_e9d295a4,,,student/work/newseeds_integer_v3a_20260614_1952/ex277/artifacts/ex277_r007_v3_ga_v3_ga_sequence_pex277_r003_v3_ga_v3_ga_s_a167_d11_adp1837_e9d295a4.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,1980,-143,0.927778,auto,auto-indexed from student/runs frontend summary
ex278,integer,5664,472,12,newseeds_integer_v3a_20260614_1952,ex278_r007_v3_ga_v3_ga_sequence_pex278_r006_v3_ga_v3_ga_s_a472_d12_adp5664_9bf25907,ex278|frontend|newseeds_integer_v3a,,ex278_r007_v3_ga_v3_ga_sequence_pex278_r006_v3_ga_v3_ga_s_a472_d12_adp5664_9bf25907,,,student/work/newseeds_integer_v3a_20260614_1952/ex278/artifacts/ex278_r007_v3_ga_v3_ga_sequence_pex278_r006_v3_ga_v3_ga_s_a472_d12_adp5664_9bf25907.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,5198,466,1.089650,auto,auto-indexed from student/runs frontend summary
ex279,integer,10098,297,34,newseeds_integer_v3a_20260614_1952,ex279_r006_v3_ga_v3_ga_sequence_pex279_r005_v3_ga_v3_ga_s_a297_d34_adp10098_d7f5282a,ex279|frontend|newseeds_integer_v3a,,ex279_r006_v3_ga_v3_ga_sequence_pex279_r005_v3_ga_v3_ga_s_a297_d34_adp10098_d7f5282a,,,student/work/newseeds_integer_v3a_20260614_1952/ex279/artifacts/ex279_r006_v3_ga_v3_ga_sequence_pex279_r005_v3_ga_v3_ga_s_a297_d34_adp10098_d7f5282a.aig,1,,,official_frontend_run,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,10952,-854,0.922023,auto,auto-indexed from student/runs frontend summary
ex280,unknown,2990,115,26,ex200_ex299_frontend_refgap_round3_20260612_1554,ex280_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig,ex280|quartic_gf2_event_filter|overlap_root_product_basis_small_roots|shared_overlapping_linear_roots_with_factored_linear_corrections|yosys_abc_g_aig|exact_full_clamp_mux_coordinate_degree2|balanced_root_products_plus_shared_linear_correction_xor,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_factored_linear_corrections,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex280/verilog/ex280_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex280/aigs/ex280_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.aig,1,1,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex280/logs/ex280_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.evaluate.log,campaign_best_improvement,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/results/best_improvements.csv,2415,575,1.238095,auto,proposed frontend best update
ex281,unknown,3328,128,26,ex200_ex299_frontend_refgap_round3_20260612_1554,ex281_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig,ex281|quartic_gf2_event_filter|overlap_root_product_basis_small_roots|shared_overlapping_linear_roots_with_factored_linear_corrections|yosys_abc_g_aig|exact_full_clamp_mux_coordinate_degree2|balanced_root_products_plus_shared_linear_correction_xor,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_factored_linear_corrections,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex281/verilog/ex281_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex281/aigs/ex281_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.aig,1,1,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex281/logs/ex281_gf2_overlap_roots_small_roots_balanced_linfact_abc_g_aig.evaluate.log,campaign_best_improvement,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/results/best_improvements.csv,2336,992,1.424658,auto,proposed frontend best update
ex282,unknown,4032,144,28,ex200_ex299_frontend_refgap_round3_20260612_1554,ex282_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig,ex282|quartic_gf2_event_filter|overlap_root_product_basis_mixed_roots_delaycap|shared_overlapping_linear_roots_with_factored_linear_corrections|yosys_abc_g_aig|exact_full_clamp_mux_coordinate_degree2|balanced_root_products_plus_shared_linear_correction_xor,quartic_gf2_event_filter,overlap_root_product_basis_mixed_roots_delaycap,shared_overlapping_linear_roots_with_factored_linear_corrections,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex282/verilog/ex282_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex282/aigs/ex282_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.aig,1,1,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex282/logs/ex282_gf2_overlap_roots_mixed_roots_delaycap_balanced_linfact_abc_g_aig.evaluate.log,campaign_best_improvement,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/results/best_improvements.csv,2704,1328,1.491124,auto,proposed frontend best update
ex283,unknown,4500,150,30,ex200_ex299_frontend_refgap_round3_20260612_1554,ex283_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig,ex283|quartic_gf2_event_filter|overlap_root_product_basis_wide_roots_delaycap|shared_overlapping_linear_roots_with_factored_linear_corrections|yosys_abc_g_aig|exact_full_clamp_mux_coordinate_degree2|balanced_root_products_plus_shared_linear_correction_xor,quartic_gf2_event_filter,overlap_root_product_basis_wide_roots_delaycap,shared_overlapping_linear_roots_with_factored_linear_corrections,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex283/verilog/ex283_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex283/aigs/ex283_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.aig,1,1,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex283/logs/ex283_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.evaluate.log,campaign_best_improvement,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/results/best_improvements.csv,3168,1332,1.420455,auto,proposed frontend best update
ex284,unknown,5440,160,34,ex200_ex299_frontend_refgap_round3_20260612_1554,ex284_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig,ex284|quartic_gf2_event_filter|overlap_root_product_basis_wide_roots_delaycap|shared_overlapping_linear_roots_with_factored_linear_corrections|yosys_abc_g_aig|exact_full_clamp_mux_coordinate_degree2|balanced_root_products_plus_shared_linear_correction_xor,quartic_gf2_event_filter,overlap_root_product_basis_wide_roots_delaycap,shared_overlapping_linear_roots_with_factored_linear_corrections,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex284/verilog/ex284_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex284/aigs/ex284_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.aig,1,1,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unknown-gf2-r3/ex284/logs/ex284_gf2_overlap_roots_wide_roots_delaycap_balanced_linfact_abc_g_aig.evaluate.log,campaign_best_improvement,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/results/best_improvements.csv,4240,1200,1.283019,auto,proposed frontend best update
ex285,unknown,12352,772,16,ex204_ex299_frontend_breakthrough_20260614_1051,ex285_r9_boundary_mask_all_boundary,ex285|boundary_helper_output_mask_r9|bits_0_1_2_3_4_5_6_7_8_9_10_11|decision_tree_base_plus_route_decode_helper|yosys_frontend_abc_g_aig|official_evaluate|selected_output_planes,Boundary-helper and current-tree exact sources are both valid; changing the output-plane cut may expose a lower ADP shared cone.,current exact boundary-helper source with a new top-level output-plane mask,base decision tree plus route-decode helper; boundary bits=0_1_2_3_4_5_6_7_8_9_10_11,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r9/ex285/verilog/ex285_r9_boundary_mask_all_boundary.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r9/ex285/aigs/ex285_r9_boundary_mask_all_boundary.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r9/ex285/logs/ex285_r9_boundary_mask_all_boundary.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,5499,6853,2.246227,auto,official OK; improves frontend best
ex286,unknown,20070,1338,15,ex286_ex287_frontend_structural_decomp_20260614_2320,ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_5_6_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,selective_output_linear_coordinate_hybrid,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_5_6_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig.aig,1,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig.evaluate.py.log,campaign_best_improvement,ex286_ex287_frontend_structural_decomp_20260614_2320,student/frontend_campaigns/campaigns/ex286_ex287_frontend_structural_decomp_20260614_2320/results/best_improvements.csv,2376,17694,8.446970,auto,selected_bits=3:5:6:8;coord_masks=8:20:40:100;policy=f00;share=global;base_nodes=572;coord_nodes=345;outer_bits=0:12:1:10
ex287,unknown,23758,1697,14,ex286_ex287_frontend_structural_decomp_20260614_2320,ex287_orientfollow_k7_b2_b3_b11_f11_case_direct_abc_g_aig,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k7_b2_b3_b11_f11_case_direct_cofactor_bdd_policy_f11|case_selector|direct_decoder|yosys_abc_g_aig|abc_xf_official_evaluate,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/verilog/ex287_orientfollow_k7_b2_b3_b11_f11_case_direct.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/aigs/ex287_orientfollow_k7_b2_b3_b11_f11_case_direct_abc_g_aig.aig,1,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/logs/ex287_orientfollow_k7_b2_b3_b11_f11_case_direct_abc_g_aig.evaluate.py.log,campaign_best_improvement,ex286_ex287_frontend_structural_decomp_20260614_2320,student/frontend_campaigns/campaigns/ex286_ex287_frontend_structural_decomp_20260614_2320/results/best_improvements.csv,5782,17976,4.108959,auto,"shared_bdd_nodes=261;encoded_width=15;outer_bits=0:13:1:12:2:3:11;inner_bits=4:5:6:7:8:9:10;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;policy=f11;selector=case;decoder=direct;pairs=4:5,6:7,8:9;runtime_sec=1.073"
ex288,unknown,30422,2173,14,ex204_ex299_frontend_breakthrough_20260614_1051,ex288_r8_current_keybdd_synth_preset_control,ex288|source_preserving_synth_preset_control|direct_current_source|no_output_overlay|yosys_synth_preset|official_evaluate|all_outputs,Direct current-source synth-preset control row to test whether frontend source boundary and synth preset alone improve QoR.,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex288/verilog/ex288_r8_current_keybdd_synth_preset_control.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex288/aigs/ex288_r8_current_keybdd_synth_preset_control.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex288/logs/ex288_r8_current_keybdd_synth_preset_control.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,16394,14028,1.855679,auto,current exact source wrapped without output-plane grafts
ex289,unknown,19893,1047,19,ex289_frontend_duality_symcof_split2_xorwrap_synthflow_20260609_1128,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_abc_g_aig,ex289|frontend|frontend_duality_symcof_split2_xorwrap_synthflow,,abc_g_aig,,student/work/ex289_frontend_duality_symcof_split2_xorwrap_20260609_1126/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor.v,student/work/ex289_frontend_duality_symcof_split2_xorwrap_synthflow_20260609_1128/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_abc_g_aig.aig,1,,,official_frontend_run,,student/runs/unknown/ex289_frontend_duality_symcof_split2_xorwrap_synthflow_20260609_1128/results/summary.csv,13620,6273,1.460573,auto,auto-indexed from student/runs frontend summary
ex290,unknown,61264,4376,14,ex204_ex299_frontend_breakthrough_20260614_1051,ex290_r8_rotate_parallel_case_attrs,ex290|global_state_rotate_split_source_attrs|parallel_case|rotate_high_split_nested_cases|yosys_synth_preset|official_evaluate|all_outputs,Source-preserving parallel_case attrs may compress nested rotate-split decode without changing semantics.,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex290/verilog/ex290_r8_rotate_parallel_case_attrs.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex290/aigs/ex290_r8_rotate_parallel_case_attrs.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex290/logs/ex290_r8_rotate_parallel_case_attrs.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,42328,18936,1.447363,auto,parallel_case attributes on high/low nested case tree
ex291,unknown,90258,6447,14,ex204_ex299_frontend_breakthrough_20260614_1051,ex291_r8_rotate_parallel_case_attrs,ex291|global_state_rotate_split_source_attrs|parallel_case|rotate_high_split_nested_cases|yosys_synth_preset|official_evaluate|all_outputs,Source-preserving parallel_case attrs may compress nested rotate-split decode without changing semantics.,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex291/verilog/ex291_r8_rotate_parallel_case_attrs.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex291/aigs/ex291_r8_rotate_parallel_case_attrs.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex291/logs/ex291_r8_rotate_parallel_case_attrs.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,66850,23408,1.350157,auto,parallel_case attributes on high/low nested case tree
ex292,unknown,134860,6743,20,ex204_ex299_frontend_breakthrough_20260614_1051,ex292_r8_mod7_4_drop_mod7_13,ex292|global_state_output_plane_overlay_guarded_sweep|adj_2_3_10_11_mod7_0_4_7|mod4_base_plus_adjacent_and_mod7_selected_planes|yosys_internal_abc_g_aig|official_evaluate|delay20_guard,Second-order perturbation around r7 add_mod7_4 near miss to preserve 20-level delay while reducing area.,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex292/verilog/ex292_r8_mod7_4_drop_mod7_13.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex292/aigs/ex292_r8_mod7_4_drop_mod7_13.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r8/ex292/logs/ex292_r8_mod7_4_drop_mod7_13.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,84854,50006,1.589318,auto,r7 add_mod7_4 mask with mod7 output 13 dropped
ex293,unknown,144972,8054,18,ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320,ex293_rotate_low_split_default_synth_preset,ex293|frontend|frontend_current_synthflow,,synth_preset,,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_synth_preset.aig,1,,,official_frontend_run,,student/runs/unknown/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/results/summary.csv,112966,32006,1.283324,auto,auto-indexed from student/runs frontend summary
ex294,unknown,220437,10497,21,ex204_ex299_frontend_breakthrough_20260614_1051,ex294_r8_current_synth_preset,ex294|global_state_octant_descriptor_cofactor|current_source_flow_probe|direct_current_source|yosys_synth_flatten_abc_g_aig|official_evaluate|all_outputs,selected flow probe on current octant source,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-large-r8/ex294/verilog/ex294_r8_current_synth_preset.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-large-r8/ex294/aigs/ex294_r8_current_synth_preset.aig,1,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-large-r8/ex294/logs/ex294_r8_current_synth_preset.evaluate.py.log,campaign_best_improvement,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/results/best_improvements.csv,133365,87072,1.652885,auto,frontend_only; no backend/remap/postpareto; baseline_frontend_adp=234608; current_overall_adp=165570
