case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,pool_source,source_csv
ex297,ex297_unknown_14x14_high_split_default,unknown_14x14,high_split_default,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_high_split_default.aig,1,1,1,33049,21,694029,18.826,rotate=0; outer=high; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15917,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex297,ex297_unknown_14x14_value_case,unknown_14x14,value_case,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_value_case.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_value_case.aig,1,1,1,33909,24,813816,19.080,16384,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex297,ex297_unknown_14x14_decision_tree_greedy,unknown_14x14,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_decision_tree_greedy.aig,1,1,1,38673,23,889479,45.118,nodes=11908; leaves=11909,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex297,ex297_unknown_14x14_expr_default_exception,unknown_14x14,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_expr_default_exception.aig,1,1,1,42216,24,1013184,74.108,expr=input; matches=479; exceptions=15905,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_rotate_high_split_default,unknown_15x15,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_rotate_high_split_default.aig,1,1,1,34185,20,683700,29.634,rotate=1; outer=high; outer_bits=8; inner_bits=7; full_default_groups=0; exceptions=30930,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_high_split_default,unknown_15x15,high_split_default,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_high_split_default.aig,1,1,1,31910,22,702020,28.017,rotate=0; outer=high; outer_bits=8; inner_bits=7; full_default_groups=0; exceptions=31271,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_rotate_low_split_default,unknown_15x15,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_rotate_low_split_default.aig,1,1,1,35639,22,784058,28.998,rotate=9; outer=low; outer_bits=7; inner_bits=8; full_default_groups=0; exceptions=31513,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_value_case,unknown_15x15,value_case,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_value_case.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_value_case.aig,1,1,1,31476,25,786900,24.929,32768,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_low_split_default,unknown_15x15,low_split_default,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_low_split_default.aig,1,1,1,36030,22,792660,26.930,rotate=0; outer=low; outer_bits=7; inner_bits=8; full_default_groups=0; exceptions=32005,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_decision_tree_greedy,unknown_15x15,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_decision_tree_greedy.aig,1,1,1,42648,24,1023552,82.168,nodes=18108; leaves=18109,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex298,ex298_unknown_15x15_expr_default_exception,unknown_15x15,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex298/verilog/ex298_unknown_15x15_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex298/aigs/ex298_unknown_15x15_expr_default_exception.aig,1,1,1,46841,26,1217866,98.818,expr=input; matches=784; exceptions=31984,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex299,ex299_unknown_16x16_high_split_default,unknown_16x16,high_split_default,student/work/reverse_unknown_20260603_1812/ex299/verilog/ex299_unknown_16x16_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex299/aigs/ex299_unknown_16x16_high_split_default.aig,1,1,1,118808,24,2851392,84.081,rotate=0; outer=high; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=64363,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex299,ex299_unknown_16x16_low_split_default,unknown_16x16,low_split_default,student/work/reverse_unknown_20260603_1812/ex299/verilog/ex299_unknown_16x16_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex299/aigs/ex299_unknown_16x16_low_split_default.aig,1,1,1,119023,25,2975575,85.243,rotate=0; outer=low; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=64363,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex299,ex299_unknown_16x16_value_case,unknown_16x16,value_case,student/work/reverse_unknown_20260603_1812/ex299/verilog/ex299_unknown_16x16_value_case.v,student/work/reverse_unknown_20260603_1812/ex299/aigs/ex299_unknown_16x16_value_case.aig,1,1,1,121703,29,3529387,81.037,65536,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex299,ex299_unknown_16x16_decision_tree_greedy,unknown_16x16,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex299/verilog/ex299_unknown_16x16_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex299/aigs/ex299_unknown_16x16_decision_tree_greedy.aig,1,1,1,149495,28,4185860,219.022,nodes=45464; leaves=45465,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex299,ex299_unknown_16x16_expr_default_exception,unknown_16x16,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex299/verilog/ex299_unknown_16x16_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex299/aigs/ex299_unknown_16x16_expr_default_exception.aig,1,1,1,168539,25,4213475,513.050,expr=input; matches=1155; exceptions=64381,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
