case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex230,ex230_exp_mant_pair_case_abc_g_aig,fp16_sigmoid / fp16_sigmoid / fp16_sigmoid / fp16_sigmoid,abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex230/verilog/ex230_exp_mant_pair_case_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex230/aigs/ex230_exp_mant_pair_case_abc_g_aig.aig,1,1,6969,20,139380,108320,1.286743,1,0,synthflow_exact,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex230/verilog/ex230_exp_mant_pair_case_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex230/aigs/ex230_exp_mant_pair_case_abc_g_aig.aig,Yosys abc gate set aig from exp-mant pair-case sigmoid seed
ex231,ex231_nested_bits9_hi6_abc_g_aig,fp16_reciprocal / fp16_reciprocal / fp16_reciprocal / fp16_reciprocal,abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex231/verilog/ex231_nested_bits9_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex231/aigs/ex231_nested_bits9_hi6_abc_g_aig.aig,1,1,1163,14,16282,14066,1.157543,1,0,semantic_exact,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex231/verilog/ex231_nested_bits9_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex231/aigs/ex231_nested_bits9_hi6_abc_g_aig.aig,ex232-style reciprocal: out_exp=30-exp-(mant!=0); mant bit9 run tree; low9 nested hi6 LUT; signed output relation
ex232,ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig,fp16_square / fp16_square / fp16_square / fp16_square,abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex232/verilog/ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex232/aigs/ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig.aig,1,1,1240,13,16120,13392,1.203704,1,0,semantic_exact,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex232/verilog/ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex232/aigs/ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig.aig,sign-free square semantic RTL: out_exp=2*exp-15+(mant>=424); mant bits9/8 as run trees; mant low8 as nested hi6/lo4 LUT; Yosys abc gate set aig
ex233,ex233_nested_bits9_8_hi6_abc_g_aig,fp16_sqrt / fp16_sqrt / fp16_sqrt / fp16_sqrt,abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex233/verilog/ex233_nested_bits9_8_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex233/aigs/ex233_nested_bits9_8_hi6_abc_g_aig.aig,1,1,1530,15,22950,20174,1.137603,1,0,semantic_exact,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex233/verilog/ex233_nested_bits9_8_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex233/aigs/ex233_nested_bits9_8_hi6_abc_g_aig.aig,ex232-style sqrt: out_exp=(exp+15)>>1; mantissa split by exponent parity; bits9/8 run trees; low8 nested hi6 LUT; signed zero preserved
ex234,ex234_nested_bits9_8_hi5_abc_g_aig,fp16_reciprocal_square / fp16_reciprocal_square / fp16_reciprocal_square / fp16_reciprocal_square,abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex234/verilog/ex234_nested_bits9_8_hi5_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex234/aigs/ex234_nested_bits9_8_hi5_abc_g_aig.aig,1,1,1351,17,22967,15561,1.475933,1,0,semantic_exact,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex234/verilog/ex234_nested_bits9_8_hi5_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex234/aigs/ex234_nested_bits9_8_hi5_abc_g_aig.aig,ex232-style reciprocal-square: out_exp=45-2*exp-(mant!=0)-(mant>=425); mant bits9/8 run trees; low8 nested hi5 LUT
ex235,ex235_direct_special_low8_hi6_synth_preset,fp16_reciprocal_sqrt / fp16_reciprocal_sqrt / fp16_reciprocal_sqrt / fp16_reciprocal_sqrt,direct_special_low8_hi6_synth_preset,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex235/verilog/ex235_direct_special_low8_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex235/aigs/ex235_direct_special_low8_hi6_synth_preset.aig,1,1,1628,14,22792,20800,1.095769,1,0,semantic_direct_special_open,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex235/verilog/ex235_direct_special_low8_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex235/aigs/ex235_direct_special_low8_hi6_synth_preset.aig,"semantic_special=reciprocal_sqrt: exp0 signed inf, +inf zero, other inactive canonical NaN; low_width=8; nested_hi=6; classes=0,1; b14:runs=31,max=2,const=29; b13:runs=32,max=2,const=28; b12:runs=34,max=2,const=26; b11:runs=38,max=2,const=22; b10:runs=45,max=2,const=15; b9:runs=60,max=3,const=15; b8:runs=90,max=4,const=0"
ex236,ex236_core_clamp_hi6_abc_g_aig,fp16_cube / fp16_cube / fp16_cube / fp16_cube,core_clamp_hi6_abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex236/verilog/ex236_core_clamp_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex236/aigs/ex236_core_clamp_hi6_abc_g_aig.aig,1,1,1432,15,21480,17290,1.242337,1,0,semantic_core_clamp,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex236/verilog/ex236_core_clamp_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex236/aigs/ex236_core_clamp_hi6_abc_g_aig.aig,"exp_delta_width=2; exp_delta_runs=3; exp_delta_max=2; mant_high=; low_width=10; nested_hi=6; boundary_clamp=exp10 mant1..0x109 zero, mant0x10a min-normal, exp20 mant>=0x10b inf"
ex237,ex237_direct_special_low10_hi6_synth_preset,fp16_cbrt / fp16_cbrt / fp16_cbrt / fp16_cbrt,direct_special_low10_hi6_synth_preset,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex237/verilog/ex237_direct_special_low10_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex237/aigs/ex237_direct_special_low10_hi6_synth_preset.aig,1,1,1889,16,30224,25440,1.188050,1,0,semantic_direct_special_open,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex237/verilog/ex237_direct_special_low10_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex237/aigs/ex237_direct_special_low10_hi6_synth_preset.aig,"semantic_special=cbrt: exp0 signed zero, inf pass, NaN canonical; low_width=10; nested_hi=6; classes=0,1,2; b14:runs=31,max=2,const=29; b13:runs=31,max=2,const=29; b12:runs=33,max=2,const=27; b11:runs=35,max=2,const=25; b10:runs=40,max=2,const=20"
ex238,ex238_core_boundary_low12_hi6_synth_preset,fp16_reciprocal_cube / fp16_reciprocal_cube / fp16_reciprocal_cube / fp16_reciprocal_cube,core_boundary_low12_hi6_synth_preset,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex238/verilog/ex238_core_boundary_low12_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex238/aigs/ex238_core_boundary_low12_hi6_synth_preset.aig,1,1,1502,15,22530,16549,1.361412,1,0,semantic_core_boundary,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex238/verilog/ex238_core_boundary_low12_hi6_synth_preset.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex238/aigs/ex238_core_boundary_low12_hi6_synth_preset.aig,"special=semantic reciprocal_cube: exp<=8 signed inf, exp>=20/inf signed zero, NaN canonical; exp_delta_width=2; exp_delta_runs=4; exp_delta_max=3; mant_high=; low_width=10; nested_hi=6; boundary_low_width=12; nested_hi=6; const_buckets=63; explicit_items=1040; boundary_b14_runs=2; max=1; boundary_b13_runs=2; max=1; boundary_b12_runs=2; max=1"
ex239,ex239_direct_special_low7_hi6_abc_g_aig,fp16_reciprocal_cbrt / fp16_reciprocal_cbrt / fp16_reciprocal_cbrt / fp16_reciprocal_cbrt,direct_special_low7_hi6_abc_g_aig,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex239/verilog/ex239_direct_special_low7_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex239/aigs/ex239_direct_special_low7_hi6_abc_g_aig.aig,1,1,2026,16,32416,25965,1.248450,1,0,semantic_direct_special_open,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex239/verilog/ex239_direct_special_low7_hi6_abc_g_aig.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex239/aigs/ex239_direct_special_low7_hi6_abc_g_aig.aig,"semantic_special=reciprocal_cbrt: exp0 signed inf, inf signed zero, NaN canonical; low_width=7; nested_hi=6; classes=0,1,2; b14:runs=31,max=2,const=29; b13:runs=31,max=2,const=29; b12:runs=32,max=2,const=28; b11:runs=35,max=2,const=25; b10:runs=40,max=2,const=20; b9:runs=50,max=2,const=10; b8:runs=70,max=3,const=0; b7:runs=110,max=5,const=0"
