case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,1,91,14,1274,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex260/aigs/ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13,1,165,19,3135,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13,1,165,18,2970,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig,1,162,20,3240,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig,1,162,20,3240,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,158,21,3318,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,1,159,20,3180,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,1,167,20,3340,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,1,165,20,3300,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,1,160,20,3200,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,1,362,25,9050,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13,1,363,25,9075,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,1,366,25,9150,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig,1,359,27,9693,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13,1,363,25,9075,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13,1,362,25,9050,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13,1,357,26,9282,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig,1,356,26,9256,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig,1,356,26,9256,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13,1,360,25,9000,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,354,28,9912,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,356,28,9968,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,1,358,25,8950,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,1,360,25,9000,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,1,360,25,9000,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,1,353,27,9531,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
