case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d6,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d6.aig,1,1,1,55,9,495,204,2.426471,0,0,0.215,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d6
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d8,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d8.aig,1,1,1,55,9,495,204,2.426471,0,0,0.243,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d8
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d10,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d10.aig,1,1,1,55,9,495,204,2.426471,0,0,0.213,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix3_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix3_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.319,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_wreduce_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.318,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_arith_wreduce_aig.aig,1,1,1,110,12,1320,632,2.088608,0,0,0.321,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_bitwise_synth_preset,unsigned_floor_isqrt,prefix3_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_synth_preset.aig,1,1,1,110,12,1320,632,2.088608,0,0,0.401,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix3_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix3_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_synth_preset_d6.aig,1,1,1,110,12,1320,632,2.088608,0,0,0.398,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix3_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix3_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_synth_preset_d8.aig,1,1,1,110,12,1320,632,2.088608,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix3_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_synth_preset_d10.aig,1,1,1,110,12,1320,632,2.088608,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix3_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix3_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_abc_g_aig_d6.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.319,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix3_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix3_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_abc_g_aig_d8.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.308,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix3_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix3_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_bitwise_abc_g_aig_d10.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_bitwise; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.380,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig_d6.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.265,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig_d8.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.270,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig_d10.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix5_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_abc_g_aig.aig,1,1,1,139,10,1390,632,2.199367,0,0,0.276,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_wreduce_abc_g_aig.aig,1,1,1,139,10,1390,632,2.199367,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_arith_wreduce_aig.aig,1,1,1,135,10,1350,632,2.136076,0,0,0.279,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_bitwise_synth_preset,unsigned_floor_isqrt,prefix5_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_synth_preset.aig,1,1,1,130,10,1300,632,2.056962,0,0,0.342,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix5_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix5_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_synth_preset_d6.aig,1,1,1,130,10,1300,632,2.056962,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix5_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_synth_preset_d8.aig,1,1,1,130,10,1300,632,2.056962,0,0,0.335,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix5_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_synth_preset_d10.aig,1,1,1,130,10,1300,632,2.056962,0,0,0.338,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix5_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_abc_g_aig_d6.aig,1,1,1,139,10,1390,632,2.199367,0,0,0.270,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix5_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix5_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_abc_g_aig_d8.aig,1,1,1,139,10,1390,632,2.199367,0,0,0.276,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix5_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix5_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_bitwise_abc_g_aig_d10.aig,1,1,1,139,10,1390,632,2.199367,0,0,0.273,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix6_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix6_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_abc_g_aig.aig,1,1,1,163,10,1630,632,2.579114,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix6_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_wreduce_abc_g_aig.aig,1,1,1,163,10,1630,632,2.579114,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix6_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_arith_wreduce_aig.aig,1,1,1,166,10,1660,632,2.626582,0,0,0.315,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix6_bitwise_synth_preset,unsigned_floor_isqrt,prefix6_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_synth_preset.aig,1,1,1,166,11,1826,632,2.889241,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix6_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix6_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_synth_preset_d6.aig,1,1,1,166,11,1826,632,2.889241,0,0,0.345,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix6_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix6_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_synth_preset_d8.aig,1,1,1,166,11,1826,632,2.889241,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix6_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix6_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_synth_preset_d10.aig,1,1,1,166,11,1826,632,2.889241,0,0,0.348,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix6_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix6_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_abc_g_aig_d6.aig,1,1,1,163,10,1630,632,2.579114,0,0,0.303,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=abc_g_aig_d6
ex276,ex276_isqrt_prefix6_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix6_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_abc_g_aig_d8.aig,1,1,1,163,10,1630,632,2.579114,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=abc_g_aig_d8
ex276,ex276_isqrt_prefix6_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix6_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_bitwise_abc_g_aig_d10.aig,1,1,1,163,10,1630,632,2.579114,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_bitwise; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.296,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=arith_wreduce_aig
