case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix3_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix3_ge_bitwise_abc_g_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.289,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_ge_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,1,51,8,408,204,2.000000,0,0,0.292,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,1,51,8,408,204,2.000000,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,1,51,8,408,204,2.000000,0,0,0.286,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_prefix5_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_abc_g_aig.aig,1,1,1,62,8,496,204,2.431373,0,0,0.257,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix5_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,62,8,496,204,2.431373,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix5_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_arith_wreduce_aig.aig,1,1,1,64,8,512,204,2.509804,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix5_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_synth_preset.aig,1,1,1,67,8,536,204,2.627451,0,0,0.303,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix5_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_synth_preset_d6.aig,1,1,1,67,8,536,204,2.627451,0,0,0.300,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix5_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_synth_preset_d8.aig,1,1,1,67,8,536,204,2.627451,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix5_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_bitwise_synth_preset_d10.aig,1,1,1,67,8,536,204,2.627451,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.227,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,47,9,423,204,2.073529,0,0,0.232,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,48,7,336,204,1.647059,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.300,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.200,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.203,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.264,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,42,8,336,204,1.647059,0,0,0.254,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,42,8,336,204,1.647059,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,42,8,336,204,1.647059,0,0,0.260,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_prefix3_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_abc_g_aig.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_arith_wreduce_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix3_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_synth_preset.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.378,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix3_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix3_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_synth_preset_d6.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.401,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix3_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix3_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_synth_preset_d8.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.378,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix3_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_bitwise_synth_preset_d10.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.394,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.273,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.289,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=arith_wreduce_aig
