case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex278,ex278_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,531,16,8496,5198,1.634475,0,0,0.911,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,535,16,8560,5198,1.646787,0,0,0.961,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix4_range_synth_preset.aig,1,1,1,535,15,8025,5198,1.543863,0,0,1.058,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix4_range; flow=synth_preset
ex278,ex278_isqrt_bdd_natural_abc_g_aig,unsigned_floor_isqrt,bdd_natural+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_natural_abc_g_aig.aig,1,1,1,975,21,20475,5198,3.939015,0,0,0.475,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_natural; flow=abc_g_aig
ex278,ex278_isqrt_bdd_natural_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_natural+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_natural_wreduce_abc_g_aig.aig,1,1,1,975,21,20475,5198,3.939015,0,0,0.497,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_natural; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_natural_synth_preset,unsigned_floor_isqrt,bdd_natural+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_natural_synth_preset.aig,1,1,1,953,19,18107,5198,3.483455,0,0,0.640,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_natural; flow=synth_preset
ex278,ex278_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.366,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=abc_g_aig
ex278,ex278_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_synth_preset.aig,1,1,1,508,17,8636,5198,1.661408,0,0,0.495,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=synth_preset
ex278,ex278_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,1065,20,21300,5198,4.097730,0,0,0.504,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_outside; flow=abc_g_aig
ex278,ex278_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,1065,20,21300,5198,4.097730,0,0,0.513,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_outside_synth_preset.aig,1,1,1,1034,20,20680,5198,3.978453,0,0,0.667,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_outside; flow=synth_preset
ex278,ex278_isqrt_bdd_center_abc_g_aig,unsigned_floor_isqrt,bdd_center+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_center_abc_g_aig.aig,1,1,1,1113,17,18921,5198,3.640054,0,0,0.547,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_center; flow=abc_g_aig
ex278,ex278_isqrt_bdd_center_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_center+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_center_wreduce_abc_g_aig.aig,1,1,1,1113,17,18921,5198,3.640054,0,0,0.560,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_center; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_center_synth_preset,unsigned_floor_isqrt,bdd_center+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_bdd_center_synth_preset.aig,1,1,1,1036,17,17612,5198,3.388226,0,0,0.781,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_center; flow=synth_preset
ex279,ex279_isqrt_direct_loop_abc_g_aig,unsigned_floor_isqrt,direct_loop+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_direct_loop_abc_g_aig.aig,1,1,1,711,125,88875,10952,8.114956,0,0,1.066,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=direct_loop; flow=abc_g_aig
ex279,ex279_isqrt_direct_loop_wreduce_abc_g_aig,unsigned_floor_isqrt,direct_loop+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_direct_loop_wreduce_abc_g_aig.aig,1,1,1,647,113,73111,10952,6.675584,0,0,0.973,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=direct_loop; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_direct_loop_synth_preset,unsigned_floor_isqrt,direct_loop+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_direct_loop_synth_preset.aig,1,1,1,638,115,73370,10952,6.699233,0,0,1.073,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=direct_loop; flow=synth_preset
ex279,ex279_isqrt_threshold_chain_abc_g_aig,unsigned_floor_isqrt,threshold_chain+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_chain_abc_g_aig.aig,1,1,1,1362,231,314622,10952,28.727356,0,0,3.180,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_chain; flow=abc_g_aig
ex279,ex279_isqrt_threshold_chain_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_chain+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_chain_wreduce_abc_g_aig.aig,1,1,1,1366,242,330572,10952,30.183711,0,0,3.213,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_chain; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_threshold_chain_synth_preset,unsigned_floor_isqrt,threshold_chain+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_chain_synth_preset.aig,1,1,1,1410,238,335580,10952,30.640979,0,0,3.661,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_chain; flow=synth_preset
ex279,ex279_isqrt_threshold_xor_abc_g_aig,unsigned_floor_isqrt,threshold_xor+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_xor_abc_g_aig.aig,1,1,1,1262,16,20192,10952,1.843682,0,0,3.039,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_xor; flow=abc_g_aig
ex279,ex279_isqrt_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,1262,16,20192,10952,1.843682,0,0,3.062,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_xor; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_threshold_xor_synth_preset,unsigned_floor_isqrt,threshold_xor+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_threshold_xor_synth_preset.aig,1,1,1,1375,17,23375,10952,2.134313,0,0,2.884,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=threshold_xor; flow=synth_preset
ex279,ex279_isqrt_range_tree_abc_g_aig,unsigned_floor_isqrt,range_tree+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_range_tree_abc_g_aig.aig,1,1,1,1268,21,26628,10952,2.431337,0,0,3.004,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=range_tree; flow=abc_g_aig
ex279,ex279_isqrt_range_tree_wreduce_abc_g_aig,unsigned_floor_isqrt,range_tree+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_range_tree_wreduce_abc_g_aig.aig,1,1,1,1271,20,25420,10952,2.321037,0,0,2.987,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=range_tree; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_range_tree_synth_preset,unsigned_floor_isqrt,range_tree+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_range_tree_synth_preset.aig,1,1,1,1279,21,26859,10952,2.452429,0,0,2.932,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=range_tree; flow=synth_preset
ex279,ex279_isqrt_restoring_proc_abc_g_aig,unsigned_floor_isqrt,restoring_proc+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_proc_abc_g_aig.aig,1,1,1,263,68,17884,10952,1.632944,0,0,0.748,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_proc; flow=abc_g_aig
ex279,ex279_isqrt_restoring_proc_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_proc+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_proc_wreduce_abc_g_aig.aig,1,1,1,262,66,17292,10952,1.578890,0,0,0.796,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_proc; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_restoring_proc_synth_preset,unsigned_floor_isqrt,restoring_proc+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_proc_synth_preset.aig,1,1,1,260,68,17680,10952,1.614317,0,0,0.853,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_proc; flow=synth_preset
ex279,ex279_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,264,66,17424,10952,1.590942,0,0,0.787,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_wires; flow=abc_g_aig
ex279,ex279_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,263,66,17358,10952,1.584916,0,0,0.783,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_restoring_wires_synth_preset.aig,1,1,1,260,64,16640,10952,1.519357,0,0,0.843,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=restoring_wires; flow=synth_preset
ex279,ex279_isqrt_prefix2_range_abc_g_aig,unsigned_floor_isqrt,prefix2_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix2_range_abc_g_aig.aig,1,1,1,1188,21,24948,10952,2.277940,0,0,2.575,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix2_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix2_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix2_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix2_range_wreduce_abc_g_aig.aig,1,1,1,1185,20,23700,10952,2.163988,0,0,2.653,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix2_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix2_range_synth_preset,unsigned_floor_isqrt,prefix2_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix2_range_synth_preset.aig,1,1,1,1230,21,25830,10952,2.358473,0,0,2.810,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix2_range; flow=synth_preset
ex279,ex279_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,1165,21,24465,10952,2.233839,0,0,2.653,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,1172,19,22268,10952,2.033236,0,0,2.532,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix3_range_synth_preset.aig,1,1,1,1189,20,23780,10952,2.171293,0,0,2.666,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix3_range; flow=synth_preset
ex279,ex279_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,1111,19,21109,10952,1.927411,0,0,2.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix4_range; flow=abc_g_aig
ex279,ex279_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,1107,18,19926,10952,1.819394,0,0,2.366,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_prefix4_range_synth_preset.aig,1,1,1,1116,18,20088,10952,1.834186,0,0,2.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=prefix4_range; flow=synth_preset
ex279,ex279_isqrt_bdd_natural_abc_g_aig,unsigned_floor_isqrt,bdd_natural+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_natural_abc_g_aig.aig,1,1,1,2387,24,57288,10952,5.230825,0,0,4.840,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_natural; flow=abc_g_aig
ex279,ex279_isqrt_bdd_natural_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_natural+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_natural_wreduce_abc_g_aig.aig,1,1,1,2387,24,57288,10952,5.230825,0,0,3.085,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_natural; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_bdd_natural_synth_preset,unsigned_floor_isqrt,bdd_natural+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_natural_synth_preset.aig,1,1,1,2315,22,50930,10952,4.650292,0,0,1.557,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_natural; flow=synth_preset
ex279,ex279_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,1113,21,23373,10952,2.134131,0,0,0.831,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=abc_g_aig
ex279,ex279_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,1113,21,23373,10952,2.134131,0,0,0.851,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_reverse_synth_preset.aig,1,1,1,1036,19,19684,10952,1.797297,0,0,0.991,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_reverse; flow=synth_preset
ex279,ex279_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,2456,25,61400,10952,5.606282,0,0,1.186,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_outside; flow=abc_g_aig
ex279,ex279_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,2456,25,61400,10952,5.606282,0,0,1.210,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/verilog/ex279_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex279/aigs/ex279_isqrt_bdd_outside_synth_preset.aig,1,1,1,2371,24,56904,10952,5.195763,0,0,1.588,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_outside; flow=synth_preset
