case,target,family,name,matches,total_rows,exact,key_count,leaves,notes
ex286,pair_count_0,top_pair_key,pref2:pref5,4280,8192,0,25,,buckets=8; selectors=raw3:raw10:xor6_7
ex287,pair_count_0,top_pair_key,pref5:suff1,9325,16384,0,58,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,pref4:suff1,9313,16384,0,72,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,cnt2_clip1:cnt4,9306,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,pref1_mod3:pref4,9290,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,pref1_clip2:pref4,9273,16384,0,26,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,pref1:suff0,9270,16384,0,55,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_0,top_pair_key,pref1:pref6,9270,16384,0,55,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,pref5:suff1,9472,16384,0,58,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6_clip2:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6_clip1:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,pref5:suff1_mod3,9280,16384,0,40,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6_clip2:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6_clip1:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt6:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt0:cnt6_clip2,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_1,top_pair_key,cnt0:cnt6_clip1,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2_clip2:cnt4,9250,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2:cnt4,9250,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2_clip2:suff1,9030,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2:suff1,9030,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2_clip2:pref5,8977,16384,0,36,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2:pref5,8977,16384,0,36,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2_clip2:suff0,8940,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2_clip2:pref6,8940,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2:suff0,8940,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_2,top_pair_key,cnt2:pref6,8940,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2_clip2:cnt5_clip2,9440,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2_clip2:cnt5,9440,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2:cnt5_clip2,9440,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2:cnt5,9440,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2_clip2:suff1,9256,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2:suff1,9256,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt5_clip2:suff1,9112,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt5:suff1,9112,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2_clip1:cnt5_clip2,9072,16384,0,6,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,top_pair_key,cnt2_clip1:cnt5,9072,16384,0,6,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2_clip2:cnt4,9268,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2:cnt4,9268,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2_clip2:cnt4_clip2,9222,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2:cnt4_clip2,9222,16384,0,9,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2_clip2:suff1,9093,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2:suff1,9093,16384,0,30,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2_clip2:suff0,8952,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2_clip2:pref6,8952,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2:suff0,8952,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,top_pair_key,cnt2:pref6,8952,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,pref5:suff1,9451,16384,0,58,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6_clip2:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6_clip1:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6:pref1,9408,16384,0,10,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,pref5:suff1_mod3,9277,16384,0,40,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6_clip2:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6_clip1:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt6:pref0,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt0:cnt6_clip2,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_5,top_pair_key,cnt0:cnt6_clip1,9216,16384,0,8,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,cnt2_clip2:cnt4,9430,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,cnt2:cnt4,9430,16384,0,15,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,pref1:pref4,9417,16384,0,40,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,pref5:suff1,9362,16384,0,58,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,pref1:suff0,9345,16384,0,55,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,pref1:pref6,9345,16384,0,55,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,pref1:pref5,9304,16384,0,50,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,cnt2_clip2:suff0,9301,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,cnt2_clip2:pref6,9301,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_6,top_pair_key,cnt2:suff0,9301,16384,0,39,,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex288,pair_count_0,top_pair_key,pref4:pref6,16650,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,cnt1_clip2:pref6,16647,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,cnt1:pref6,16647,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,pref1:pref6,16632,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,pref1_mod3:pref6,16625,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,pref5_mod3:pref6,16606,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,pref5:pref6_mod3,16606,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,pref5:pref6,16606,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,cnt6_clip2:pref6,16606,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_0,top_pair_key,cnt6_clip2:pref5,16606,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt7_clip2:pref1,17207,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt7_clip1:pref1,17207,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt7:pref1,17207,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt1_clip2:pref6,17008,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt1:pref6,17008,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,pref4:pref6,16990,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt1_clip1:pref6,16972,32768,0,25,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,pref1:pref6,16968,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,pref1_clip2:pref6,16961,32768,0,34,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_1,top_pair_key,cnt1_clip2:pref5,16943,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3:pref6,16767,32768,0,56,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3:pref5,16731,32768,0,40,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,cnt3:pref6,16706,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3_mod3:pref5,16692,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,cnt3:pref5,16672,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref4:pref6,16656,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3_clip2:pref6,16628,32768,0,26,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3_clip2:pref5,16616,32768,0,20,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,pref3_mod3:pref6,16610,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_2,top_pair_key,cnt3_clip2:pref5,16580,32768,0,28,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3:pref6,18452,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,pref3:pref6,18358,32768,0,56,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3:cnt5,18328,32768,0,16,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3_clip2:cnt5,18310,32768,0,12,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3_clip2:pref6,18287,32768,0,34,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,pref4:pref6,18277,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3:pref5,18254,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,pref3_mod3:pref6,18243,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3_clip1:cnt5_clip2,18216,32768,0,6,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_3,top_pair_key,cnt3_clip1:cnt5,18216,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,pref3:pref5,16722,32768,0,40,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,pref3_mod3:pref5,16672,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,pref3:pref6,16668,32768,0,56,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,pref4:pref6,16606,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,cnt3:pref6,16592,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,pref4:pref5,16584,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,cnt5:pref5,16584,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,cnt5:pref4,16584,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,cnt5_clip2:pref4,16580,32768,0,27,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_4,top_pair_key,cnt3:pref5,16576,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,pref3:pref6,17472,32768,0,56,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,pref3:pref5,17418,32768,0,40,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,pref3_mod3:pref5,17370,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt7_clip2:pref1,17361,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt7_clip1:pref1,17361,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt7:pref1,17361,32768,0,8,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt1_clip2:pref6,17282,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt1:pref6,17282,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt1_clip2:pref5,17280,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_5,top_pair_key,cnt1:pref5,17280,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,pref4:pref6,16758,32768,0,54,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,cnt1_clip2:pref6,16724,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,cnt1:pref6,16724,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,pref1:pref6,16724,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,pref4_mod3:pref5,16700,32768,0,30,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,pref4:pref5,16700,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,cnt5:pref5,16700,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,cnt5:pref4,16700,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,cnt3:pref6,16687,32768,0,44,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_6,top_pair_key,pref5_mod3:pref6,16685,32768,0,36,,buckets=9; selectors=raw13:raw10:xor6_7
