case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex265,ex265_udiv_direct_safe_abc_g_aig,unsigned low4_high4:a/b dbz=max,direct_safe+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex265/verilog/ex265_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex265/aigs/ex265_udiv_direct_safe_abc_g_aig.aig,1,1,1,53,17,901,322,2.798137,0,0,0.252,semantic_udiv_exact,unsigned low4_high4:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig
ex266,ex266_udiv_restoring_gt_guard_synth_preset,unsigned low5_high5:a/b dbz=max,restoring_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_restoring_gt_guard_synth_preset.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.358,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=restoring_gt_guard; flow=synth_preset
ex266,ex266_udiv_restoring_gt_guard_abc_g_aig_d18,unsigned low5_high5:a/b dbz=max,restoring_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_restoring_gt_guard_abc_g_aig_d18.aig,1,1,1,106,38,4028,848,4.750000,0,0,0.269,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d18
ex266,ex266_udiv_restoring_gt_guard_abc_g_aig_d24,unsigned low5_high5:a/b dbz=max,restoring_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_restoring_gt_guard_abc_g_aig_d24.aig,1,1,1,106,38,4028,848,4.750000,0,0,0.268,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d24
ex266,ex266_udiv_small_divisor_fast_direct_abc_g_aig,unsigned low5_high5:a/b dbz=max,small_divisor_fast_direct+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_direct_abc_g_aig.aig,1,1,1,88,28,2464,848,2.905660,0,0,0.304,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig
ex266,ex266_udiv_small_divisor_fast_direct_wreduce_abc_g_aig,unsigned low5_high5:a/b dbz=max,small_divisor_fast_direct+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_direct_wreduce_abc_g_aig.aig,1,1,1,88,28,2464,848,2.905660,0,0,0.306,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_direct; flow=wreduce_abc_g_aig
ex266,ex266_udiv_small_divisor_fast_direct_synth_preset,unsigned low5_high5:a/b dbz=max,small_divisor_fast_direct+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_direct_synth_preset.aig,1,1,1,88,28,2464,848,2.905660,0,0,0.365,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset
ex266,ex266_udiv_small_divisor_fast_direct_abc_g_aig_d18,unsigned low5_high5:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_direct_abc_g_aig_d18.aig,1,1,1,88,28,2464,848,2.905660,0,0,0.341,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d18
ex266,ex266_udiv_small_divisor_fast_direct_abc_g_aig_d24,unsigned low5_high5:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_direct_abc_g_aig_d24.aig,1,1,1,88,28,2464,848,2.905660,0,0,0.304,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d24
ex266,ex266_udiv_small_divisor_fast_restoring_abc_g_aig,unsigned low5_high5:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_restoring_abc_g_aig.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.273,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig
ex266,ex266_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig,unsigned low5_high5:a/b dbz=max,small_divisor_fast_restoring+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.303,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=wreduce_abc_g_aig
ex266,ex266_udiv_small_divisor_fast_restoring_synth_preset,unsigned low5_high5:a/b dbz=max,small_divisor_fast_restoring+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_restoring_synth_preset.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.334,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=synth_preset
ex266,ex266_udiv_small_divisor_fast_restoring_abc_g_aig_d18,unsigned low5_high5:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_restoring_abc_g_aig_d18.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.276,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d18
ex266,ex266_udiv_small_divisor_fast_restoring_abc_g_aig_d24,unsigned low5_high5:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/verilog/ex266_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex266/aigs/ex266_udiv_small_divisor_fast_restoring_abc_g_aig_d24.aig,1,1,1,89,29,2581,848,3.043632,0,0,0.274,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d24
ex267,ex267_udiv_direct_safe_abc_g_aig,unsigned low6_high6:a/b dbz=max,direct_safe+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_safe_abc_g_aig.aig,1,1,1,136,44,5984,2651,2.257261,0,0,0.324,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig
ex267,ex267_udiv_direct_safe_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,direct_safe+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_safe_wreduce_abc_g_aig.aig,1,1,1,136,44,5984,2651,2.257261,0,0,0.323,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=wreduce_abc_g_aig
ex267,ex267_udiv_direct_safe_synth_preset,unsigned low6_high6:a/b dbz=max,direct_safe+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_safe_synth_preset.aig,1,1,1,136,43,5848,2651,2.205960,0,0,0.382,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=synth_preset
ex267,ex267_udiv_direct_safe_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,direct_safe+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_safe_abc_g_aig_d18.aig,1,1,1,136,44,5984,2651,2.257261,0,0,0.317,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d18
ex267,ex267_udiv_direct_safe_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,direct_safe+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_safe_abc_g_aig_d24.aig,1,1,1,136,44,5984,2651,2.257261,0,0,0.318,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d24
ex267,ex267_udiv_direct_gt_guard_abc_g_aig,unsigned low6_high6:a/b dbz=max,direct_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_gt_guard_abc_g_aig.aig,1,1,1,139,41,5699,2651,2.149755,0,0,0.328,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig
ex267,ex267_udiv_direct_gt_guard_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,direct_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_gt_guard_wreduce_abc_g_aig.aig,1,1,1,139,41,5699,2651,2.149755,0,0,0.329,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=wreduce_abc_g_aig
ex267,ex267_udiv_direct_gt_guard_synth_preset,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.388,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset
ex267,ex267_udiv_direct_gt_guard_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,direct_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_gt_guard_abc_g_aig_d18.aig,1,1,1,139,41,5699,2651,2.149755,0,0,0.328,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d18
ex267,ex267_udiv_direct_gt_guard_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,direct_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_direct_gt_guard_abc_g_aig_d24.aig,1,1,1,139,41,5699,2651,2.149755,0,0,0.328,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d24
ex267,ex267_udiv_restoring_narrow_abc_g_aig,unsigned low6_high6:a/b dbz=max,restoring_narrow+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_narrow_abc_g_aig.aig,1,1,1,137,44,6028,2651,2.273859,0,0,0.273,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig
ex267,ex267_udiv_restoring_narrow_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,restoring_narrow+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_narrow_wreduce_abc_g_aig.aig,1,1,1,136,44,5984,2651,2.257261,0,0,0.277,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_narrow; flow=wreduce_abc_g_aig
ex267,ex267_udiv_restoring_narrow_synth_preset,unsigned low6_high6:a/b dbz=max,restoring_narrow+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_narrow_synth_preset.aig,1,1,1,141,45,6345,2651,2.393436,0,0,0.343,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_narrow; flow=synth_preset
ex267,ex267_udiv_restoring_narrow_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,restoring_narrow+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_narrow_abc_g_aig_d18.aig,1,1,1,137,44,6028,2651,2.273859,0,0,0.274,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d18
ex267,ex267_udiv_restoring_narrow_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,restoring_narrow+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_narrow_abc_g_aig_d24.aig,1,1,1,137,44,6028,2651,2.273859,0,0,0.274,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d24
ex267,ex267_udiv_restoring_gt_guard_abc_g_aig,unsigned low6_high6:a/b dbz=max,restoring_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_gt_guard_abc_g_aig.aig,1,1,1,161,53,8533,2651,3.218785,0,0,0.294,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig
ex267,ex267_udiv_restoring_gt_guard_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,restoring_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_gt_guard_wreduce_abc_g_aig.aig,1,1,1,159,53,8427,2651,3.178800,0,0,0.306,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_gt_guard; flow=wreduce_abc_g_aig
ex267,ex267_udiv_restoring_gt_guard_synth_preset,unsigned low6_high6:a/b dbz=max,restoring_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_gt_guard_synth_preset.aig,1,1,1,137,46,6302,2651,2.377216,0,0,0.351,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_gt_guard; flow=synth_preset
ex267,ex267_udiv_restoring_gt_guard_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,restoring_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_gt_guard_abc_g_aig_d18.aig,1,1,1,161,53,8533,2651,3.218785,0,0,0.296,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d18
ex267,ex267_udiv_restoring_gt_guard_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,restoring_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_restoring_gt_guard_abc_g_aig_d24.aig,1,1,1,161,53,8533,2651,3.218785,0,0,0.300,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d24
ex267,ex267_udiv_small_divisor_fast_direct_abc_g_aig,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_direct_abc_g_aig.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.340,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig
ex267,ex267_udiv_small_divisor_fast_direct_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_direct_wreduce_abc_g_aig.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.343,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=wreduce_abc_g_aig
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.403,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset
ex267,ex267_udiv_small_divisor_fast_direct_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_direct_abc_g_aig_d18.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.343,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d18
ex267,ex267_udiv_small_divisor_fast_direct_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_direct_abc_g_aig_d24.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.342,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d24
ex267,ex267_udiv_small_divisor_fast_restoring_abc_g_aig,unsigned low6_high6:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_restoring_abc_g_aig.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.306,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig
ex267,ex267_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,small_divisor_fast_restoring+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig.aig,1,1,1,137,46,6302,2651,2.377216,0,0,0.309,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=wreduce_abc_g_aig
ex267,ex267_udiv_small_divisor_fast_restoring_synth_preset,unsigned low6_high6:a/b dbz=max,small_divisor_fast_restoring+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_restoring_synth_preset.aig,1,1,1,137,46,6302,2651,2.377216,0,0,0.368,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=synth_preset
ex267,ex267_udiv_small_divisor_fast_restoring_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_restoring_abc_g_aig_d18.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.311,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d18
ex267,ex267_udiv_small_divisor_fast_restoring_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/verilog/ex267_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex267/aigs/ex267_udiv_small_divisor_fast_restoring_abc_g_aig_d24.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.306,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d24
ex268,ex268_udiv_direct_safe_abc_g_aig,unsigned low7_high7:a/b dbz=max,direct_safe+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_safe_abc_g_aig.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.390,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig
ex268,ex268_udiv_direct_safe_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,direct_safe+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_safe_wreduce_abc_g_aig.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.390,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=wreduce_abc_g_aig
ex268,ex268_udiv_direct_safe_synth_preset,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_safe_synth_preset.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.449,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset
ex268,ex268_udiv_direct_safe_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,direct_safe+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_safe_abc_g_aig_d18.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.394,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d18
